area_name,area_code,date,cases,rolling_sum,rolling_rate,age_band,age_lower,age_higher,population
London,E12000007,2020-07-29,13,76,10,25 - 29 years,25,29,757848
London,E12000007,2020-07-29,16,71,8.6,30 - 34 years,30,34,822084
London,E12000007,2020-07-29,16,62,7.9,35 - 39 years,35,39,779934
London,E12000007,2020-07-29,10,56,8.3,40 - 44 years,40,44,677463
London,E12000007,2020-07-29,2,33,5.5,45 - 49 years,45,49,598535
London,E12000007,2020-07-29,3,26,4.6,50 - 54 years,50,54,569938
London,E12000007,2020-07-29,6,24,4.7,55 - 59 years,55,59,508722
London,E12000007,2020-07-29,3,29,7.2,60 - 64 years,60,64,405576
London,E12000007,2020-07-29,2,18,5.7,65 - 69 years,65,69,318142
London,E12000007,2020-07-29,2,20,7.1,70 - 74 years,70,74,280432
London,E12000007,2020-07-29,3,5,2.5,75 - 79 years,75,79,196419
London,E12000007,2020-07-29,2,8,5.3,80 - 84 years,80,84,150980
London,E12000007,2020-07-29,4,12,12.8,85 - 89 years,85,89,93808
London,E12000007,2020-07-29,3,8,13.6,90+ years,90,90,58672
London,E12000007,2020-07-29,0,0,0,unassigned,NA,NA,NA
London,E12000007,2020-07-28,4,19,3.2,0 - 4 years,0,4,595799
London,E12000007,2020-07-28,3,16,2.6,5 - 9 years,5,9,606333
London,E12000007,2020-07-28,3,10,1.8,10 - 14 years,10,14,550753
London,E12000007,2020-07-28,5,24,5.1,15 - 19 years,15,19,474456
London,E12000007,2020-07-28,10,62,11.1,20 - 24 years,20,24,556594
London,E12000007,2020-07-28,14,72,9.5,25 - 29 years,25,29,757848
London,E12000007,2020-07-28,13,66,8,30 - 34 years,30,34,822084
London,E12000007,2020-07-28,11,54,6.9,35 - 39 years,35,39,779934
London,E12000007,2020-07-28,10,52,7.7,40 - 44 years,40,44,677463
London,E12000007,2020-07-28,4,37,6.2,45 - 49 years,45,49,598535
London,E12000007,2020-07-28,4,25,4.4,50 - 54 years,50,54,569938
London,E12000007,2020-07-28,5,24,4.7,55 - 59 years,55,59,508722
London,E12000007,2020-07-28,2,29,7.2,60 - 64 years,60,64,405576
London,E12000007,2020-07-28,3,18,5.7,65 - 69 years,65,69,318142
London,E12000007,2020-07-28,4,21,7.5,70 - 74 years,70,74,280432
London,E12000007,2020-07-28,1,5,2.5,75 - 79 years,75,79,196419
London,E12000007,2020-07-28,1,8,5.3,80 - 84 years,80,84,150980
London,E12000007,2020-07-28,2,8,8.5,85 - 89 years,85,89,93808
London,E12000007,2020-07-28,1,11,18.7,90+ years,90,90,58672
London,E12000007,2020-07-28,0,0,0,unassigned,NA,NA,NA
London,E12000007,2020-07-27,1,16,2.7,0 - 4 years,0,4,595799
London,E12000007,2020-07-27,3,14,2.3,5 - 9 years,5,9,606333
London,E12000007,2020-07-27,4,9,1.6,10 - 14 years,10,14,550753
London,E12000007,2020-07-27,3,21,4.4,15 - 19 years,15,19,474456
London,E12000007,2020-07-27,6,62,11.1,20 - 24 years,20,24,556594
London,E12000007,2020-07-27,17,70,9.2,25 - 29 years,25,29,757848
London,E12000007,2020-07-27,14,66,8,30 - 34 years,30,34,822084
London,E12000007,2020-07-27,8,50,6.4,35 - 39 years,35,39,779934
London,E12000007,2020-07-27,10,54,8,40 - 44 years,40,44,677463
London,E12000007,2020-07-27,4,36,6,45 - 49 years,45,49,598535
London,E12000007,2020-07-27,6,26,4.6,50 - 54 years,50,54,569938
London,E12000007,2020-07-27,5,23,4.5,55 - 59 years,55,59,508722
London,E12000007,2020-07-27,8,30,7.4,60 - 64 years,60,64,405576
London,E12000007,2020-07-27,4,15,4.7,65 - 69 years,65,69,318142
London,E12000007,2020-07-27,5,18,6.4,70 - 74 years,70,74,280432
London,E12000007,2020-07-27,1,5,2.5,75 - 79 years,75,79,196419
London,E12000007,2020-07-27,0,8,5.3,80 - 84 years,80,84,150980
London,E12000007,2020-07-27,1,8,8.5,85 - 89 years,85,89,93808
London,E12000007,2020-07-27,1,11,18.7,90+ years,90,90,58672
London,E12000007,2020-07-27,0,0,0,unassigned,NA,NA,NA
London,E12000007,2020-07-26,2,19,3.2,0 - 4 years,0,4,595799
London,E12000007,2020-07-26,1,12,2,5 - 9 years,5,9,606333
London,E12000007,2020-07-26,1,6,1.1,10 - 14 years,10,14,550753
London,E12000007,2020-07-26,6,24,5.1,15 - 19 years,15,19,474456
London,E12000007,2020-07-26,7,70,12.6,20 - 24 years,20,24,556594
London,E12000007,2020-07-26,6,64,8.4,25 - 29 years,25,29,757848
London,E12000007,2020-07-26,10,62,7.5,30 - 34 years,30,34,822084
London,E12000007,2020-07-26,7,51,6.5,35 - 39 years,35,39,779934
London,E12000007,2020-07-26,4,58,8.6,40 - 44 years,40,44,677463
London,E12000007,2020-07-26,8,38,6.3,45 - 49 years,45,49,598535
London,E12000007,2020-07-26,5,26,4.6,50 - 54 years,50,54,569938
London,E12000007,2020-07-26,2,21,4.1,55 - 59 years,55,59,508722
London,E12000007,2020-07-26,1,23,5.7,60 - 64 years,60,64,405576
London,E12000007,2020-07-26,1,14,4.4,65 - 69 years,65,69,318142
London,E12000007,2020-07-26,2,16,5.7,70 - 74 years,70,74,280432
London,E12000007,2020-07-26,0,8,4.1,75 - 79 years,75,79,196419
London,E12000007,2020-07-26,0,9,6,80 - 84 years,80,84,150980
London,E12000007,2020-07-26,1,10,10.7,85 - 89 years,85,89,93808
London,E12000007,2020-07-26,0,12,20.5,90+ years,90,90,58672
London,E12000007,2020-07-26,0,0,0,unassigned,NA,NA,NA
London,E12000007,2020-07-25,5,18,3,0 - 4 years,0,4,595799
London,E12000007,2020-07-25,1,13,2.1,5 - 9 years,5,9,606333
London,E12000007,2020-07-25,1,6,1.1,10 - 14 years,10,14,550753
London,E12000007,2020-07-25,2,19,4,15 - 19 years,15,19,474456
London,E12000007,2020-07-25,9,65,11.7,20 - 24 years,20,24,556594
London,E12000007,2020-07-25,9,68,9,25 - 29 years,25,29,757848
London,E12000007,2020-07-25,2,57,6.9,30 - 34 years,30,34,822084
London,E12000007,2020-07-25,6,50,6.4,35 - 39 years,35,39,779934
London,E12000007,2020-07-25,7,56,8.3,40 - 44 years,40,44,677463
London,E12000007,2020-07-25,4,33,5.5,45 - 49 years,45,49,598535
London,E12000007,2020-07-25,2,23,4,50 - 54 years,50,54,569938
London,E12000007,2020-07-25,2,19,3.7,55 - 59 years,55,59,508722
London,E12000007,2020-07-25,4,23,5.7,60 - 64 years,60,64,405576
London,E12000007,2020-07-25,0,15,4.7,65 - 69 years,65,69,318142
London,E12000007,2020-07-25,0,16,5.7,70 - 74 years,70,74,280432
London,E12000007,2020-07-25,0,8,4.1,75 - 79 years,75,79,196419
London,E12000007,2020-07-25,2,10,6.6,80 - 84 years,80,84,150980
London,E12000007,2020-07-25,1,10,10.7,85 - 89 years,85,89,93808
London,E12000007,2020-07-25,0,12,20.5,90+ years,90,90,58672
London,E12000007,2020-07-25,0,0,0,unassigned,NA,NA,NA
London,E12000007,2020-07-24,3,13,2.2,0 - 4 years,0,4,595799
London,E12000007,2020-07-24,3,14,2.3,5 - 9 years,5,9,606333
London,E12000007,2020-07-24,0,7,1.3,10 - 14 years,10,14,550753
London,E12000007,2020-07-24,5,17,3.6,15 - 19 years,15,19,474456
London,E12000007,2020-07-24,7,62,11.1,20 - 24 years,20,24,556594
London,E12000007,2020-07-24,7,66,8.7,25 - 29 years,25,29,757848
London,E12000007,2020-07-24,9,61,7.4,30 - 34 years,30,34,822084
London,E12000007,2020-07-24,8,49,6.3,35 - 39 years,35,39,779934
London,E12000007,2020-07-24,4,54,8,40 - 44 years,40,44,677463
London,E12000007,2020-07-24,8,31,5.2,45 - 49 years,45,49,598535
London,E12000007,2020-07-24,5,22,3.9,50 - 54 years,50,54,569938
London,E12000007,2020-07-24,1,20,3.9,55 - 59 years,55,59,508722
London,E12000007,2020-07-24,6,21,5.2,60 - 64 years,60,64,405576
London,E12000007,2020-07-24,7,16,5,65 - 69 years,65,69,318142
London,E12000007,2020-07-24,4,17,6.1,70 - 74 years,70,74,280432
London,E12000007,2020-07-24,0,8,4.1,75 - 79 years,75,79,196419
London,E12000007,2020-07-24,1,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2020-07-24,3,9,9.6,85 - 89 years,85,89,93808
London,E12000007,2020-07-24,3,13,22.2,90+ years,90,90,58672
London,E12000007,2020-07-24,0,0,0,unassigned,NA,NA,NA
London,E12000007,2020-07-23,3,10,1.7,0 - 4 years,0,4,595799
London,E12000007,2020-07-23,3,12,2,5 - 9 years,5,9,606333
London,E12000007,2020-07-23,1,8,1.5,10 - 14 years,10,14,550753
London,E12000007,2020-07-23,0,14,3,15 - 19 years,15,19,474456
London,E12000007,2020-07-23,11,61,11,20 - 24 years,20,24,556594
London,E12000007,2020-07-23,10,63,8.3,25 - 29 years,25,29,757848
London,E12000007,2020-07-23,7,60,7.3,30 - 34 years,30,34,822084
London,E12000007,2020-07-23,6,47,6,35 - 39 years,35,39,779934
London,E12000007,2020-07-23,11,51,7.5,40 - 44 years,40,44,677463
London,E12000007,2020-07-23,3,26,4.3,45 - 49 years,45,49,598535
London,E12000007,2020-07-23,1,20,3.5,50 - 54 years,50,54,569938
London,E12000007,2020-07-23,3,21,4.1,55 - 59 years,55,59,508722
London,E12000007,2020-07-23,5,16,3.9,60 - 64 years,60,64,405576
London,E12000007,2020-07-23,1,10,3.1,65 - 69 years,65,69,318142
London,E12000007,2020-07-23,3,14,5,70 - 74 years,70,74,280432
London,E12000007,2020-07-23,0,9,4.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-23,2,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2020-07-23,0,9,9.6,85 - 89 years,85,89,93808
London,E12000007,2020-07-23,0,12,20.5,90+ years,90,90,58672
London,E12000007,2020-07-23,0,1,0,unassigned,NA,NA,NA
London,E12000007,2020-07-22,1,11,1.8,0 - 4 years,0,4,595799
London,E12000007,2020-07-22,2,10,1.6,5 - 9 years,5,9,606333
London,E12000007,2020-07-22,0,8,1.5,10 - 14 years,10,14,550753
London,E12000007,2020-07-22,3,16,3.4,15 - 19 years,15,19,474456
London,E12000007,2020-07-22,12,58,10.4,20 - 24 years,20,24,556594
London,E12000007,2020-07-22,9,64,8.4,25 - 29 years,25,29,757848
London,E12000007,2020-07-22,11,61,7.4,30 - 34 years,30,34,822084
London,E12000007,2020-07-22,8,48,6.2,35 - 39 years,35,39,779934
London,E12000007,2020-07-22,6,42,6.2,40 - 44 years,40,44,677463
London,E12000007,2020-07-22,6,30,5,45 - 49 years,45,49,598535
London,E12000007,2020-07-22,2,23,4,50 - 54 years,50,54,569938
London,E12000007,2020-07-22,6,20,3.9,55 - 59 years,55,59,508722
London,E12000007,2020-07-22,3,13,3.2,60 - 64 years,60,64,405576
London,E12000007,2020-07-22,2,11,3.5,65 - 69 years,65,69,318142
London,E12000007,2020-07-22,3,13,4.6,70 - 74 years,70,74,280432
London,E12000007,2020-07-22,3,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2020-07-22,2,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2020-07-22,0,10,10.7,85 - 89 years,85,89,93808
London,E12000007,2020-07-22,6,12,20.5,90+ years,90,90,58672
London,E12000007,2020-07-22,0,1,0,unassigned,NA,NA,NA
London,E12000007,2020-07-21,1,13,2.2,0 - 4 years,0,4,595799
London,E12000007,2020-07-21,1,9,1.5,5 - 9 years,5,9,606333
London,E12000007,2020-07-21,2,10,1.8,10 - 14 years,10,14,550753
London,E12000007,2020-07-21,2,15,3.2,15 - 19 years,15,19,474456
London,E12000007,2020-07-21,10,57,10.2,20 - 24 years,20,24,556594
London,E12000007,2020-07-21,12,63,8.3,25 - 29 years,25,29,757848
London,E12000007,2020-07-21,13,59,7.2,30 - 34 years,30,34,822084
London,E12000007,2020-07-21,7,47,6,35 - 39 years,35,39,779934
London,E12000007,2020-07-21,12,48,7.1,40 - 44 years,40,44,677463
London,E12000007,2020-07-21,3,31,5.2,45 - 49 years,45,49,598535
London,E12000007,2020-07-21,5,24,4.2,50 - 54 years,50,54,569938
London,E12000007,2020-07-21,4,18,3.5,55 - 59 years,55,59,508722
London,E12000007,2020-07-21,3,10,2.5,60 - 64 years,60,64,405576
London,E12000007,2020-07-21,0,13,4.1,65 - 69 years,65,69,318142
London,E12000007,2020-07-21,1,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2020-07-21,1,10,5.1,75 - 79 years,75,79,196419
London,E12000007,2020-07-21,1,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2020-07-21,2,10,10.7,85 - 89 years,85,89,93808
London,E12000007,2020-07-21,1,7,11.9,90+ years,90,90,58672
London,E12000007,2020-07-21,0,1,0,unassigned,NA,NA,NA
London,E12000007,2020-07-20,4,13,2.2,0 - 4 years,0,4,595799
London,E12000007,2020-07-20,1,9,1.5,5 - 9 years,5,9,606333
London,E12000007,2020-07-20,1,15,2.7,10 - 14 years,10,14,550753
London,E12000007,2020-07-20,6,15,3.2,15 - 19 years,15,19,474456
London,E12000007,2020-07-20,14,53,9.5,20 - 24 years,20,24,556594
London,E12000007,2020-07-20,11,55,7.3,25 - 29 years,25,29,757848
London,E12000007,2020-07-20,10,54,6.6,30 - 34 years,30,34,822084
London,E12000007,2020-07-20,9,46,5.9,35 - 39 years,35,39,779934
London,E12000007,2020-07-20,14,40,5.9,40 - 44 years,40,44,677463
London,E12000007,2020-07-20,6,30,5,45 - 49 years,45,49,598535
London,E12000007,2020-07-20,6,28,4.9,50 - 54 years,50,54,569938
London,E12000007,2020-07-20,3,16,3.1,55 - 59 years,55,59,508722
London,E12000007,2020-07-20,1,8,2,60 - 64 years,60,64,405576
London,E12000007,2020-07-20,3,13,4.1,65 - 69 years,65,69,318142
London,E12000007,2020-07-20,3,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2020-07-20,4,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2020-07-20,1,14,9.3,80 - 84 years,80,84,150980
London,E12000007,2020-07-20,3,9,9.6,85 - 89 years,85,89,93808
London,E12000007,2020-07-20,2,8,13.6,90+ years,90,90,58672
London,E12000007,2020-07-20,0,1,0,unassigned,NA,NA,NA
London,E12000007,2020-07-19,1,12,2,0 - 4 years,0,4,595799
London,E12000007,2020-07-19,2,12,2,5 - 9 years,5,9,606333
London,E12000007,2020-07-19,1,16,2.9,10 - 14 years,10,14,550753
London,E12000007,2020-07-19,1,13,2.7,15 - 19 years,15,19,474456
London,E12000007,2020-07-19,2,46,8.3,20 - 24 years,20,24,556594
London,E12000007,2020-07-19,10,56,7.4,25 - 29 years,25,29,757848
London,E12000007,2020-07-19,5,53,6.4,30 - 34 years,30,34,822084
London,E12000007,2020-07-19,6,45,5.8,35 - 39 years,35,39,779934
London,E12000007,2020-07-19,2,33,4.9,40 - 44 years,40,44,677463
London,E12000007,2020-07-19,3,30,5,45 - 49 years,45,49,598535
London,E12000007,2020-07-19,2,28,4.9,50 - 54 years,50,54,569938
London,E12000007,2020-07-19,0,16,3.1,55 - 59 years,55,59,508722
London,E12000007,2020-07-19,1,8,2,60 - 64 years,60,64,405576
London,E12000007,2020-07-19,2,16,5,65 - 69 years,65,69,318142
London,E12000007,2020-07-19,2,11,3.9,70 - 74 years,70,74,280432
London,E12000007,2020-07-19,0,9,4.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-19,1,14,9.3,80 - 84 years,80,84,150980
London,E12000007,2020-07-19,1,6,6.4,85 - 89 years,85,89,93808
London,E12000007,2020-07-19,0,7,11.9,90+ years,90,90,58672
London,E12000007,2020-07-19,0,1,0,unassigned,NA,NA,NA
London,E12000007,2020-07-18,0,11,1.8,0 - 4 years,0,4,595799
London,E12000007,2020-07-18,2,11,1.8,5 - 9 years,5,9,606333
London,E12000007,2020-07-18,2,16,2.9,10 - 14 years,10,14,550753
London,E12000007,2020-07-18,0,16,3.4,15 - 19 years,15,19,474456
London,E12000007,2020-07-18,6,47,8.4,20 - 24 years,20,24,556594
London,E12000007,2020-07-18,7,50,6.6,25 - 29 years,25,29,757848
London,E12000007,2020-07-18,6,53,6.4,30 - 34 years,30,34,822084
London,E12000007,2020-07-18,5,43,5.5,35 - 39 years,35,39,779934
London,E12000007,2020-07-18,5,34,5,40 - 44 years,40,44,677463
London,E12000007,2020-07-18,2,31,5.2,45 - 49 years,45,49,598535
London,E12000007,2020-07-18,1,28,4.9,50 - 54 years,50,54,569938
London,E12000007,2020-07-18,3,19,3.7,55 - 59 years,55,59,508722
London,E12000007,2020-07-18,2,8,2,60 - 64 years,60,64,405576
London,E12000007,2020-07-18,1,14,4.4,65 - 69 years,65,69,318142
London,E12000007,2020-07-18,1,11,3.9,70 - 74 years,70,74,280432
London,E12000007,2020-07-18,0,9,4.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-18,4,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2020-07-18,0,6,6.4,85 - 89 years,85,89,93808
London,E12000007,2020-07-18,1,7,11.9,90+ years,90,90,58672
London,E12000007,2020-07-18,0,1,0,unassigned,NA,NA,NA
London,E12000007,2020-07-17,0,11,1.8,0 - 4 years,0,4,595799
London,E12000007,2020-07-17,1,10,1.6,5 - 9 years,5,9,606333
London,E12000007,2020-07-17,1,14,2.5,10 - 14 years,10,14,550753
London,E12000007,2020-07-17,2,18,3.8,15 - 19 years,15,19,474456
London,E12000007,2020-07-17,6,43,7.7,20 - 24 years,20,24,556594
London,E12000007,2020-07-17,4,43,5.7,25 - 29 years,25,29,757848
London,E12000007,2020-07-17,8,50,6.1,30 - 34 years,30,34,822084
London,E12000007,2020-07-17,6,40,5.1,35 - 39 years,35,39,779934
London,E12000007,2020-07-17,1,34,5,40 - 44 years,40,44,677463
London,E12000007,2020-07-17,3,29,4.8,45 - 49 years,45,49,598535
London,E12000007,2020-07-17,3,27,4.7,50 - 54 years,50,54,569938
London,E12000007,2020-07-17,2,19,3.7,55 - 59 years,55,59,508722
London,E12000007,2020-07-17,1,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2020-07-17,1,13,4.1,65 - 69 years,65,69,318142
London,E12000007,2020-07-17,1,12,4.3,70 - 74 years,70,74,280432
London,E12000007,2020-07-17,1,9,4.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-17,1,9,6,80 - 84 years,80,84,150980
London,E12000007,2020-07-17,3,6,6.4,85 - 89 years,85,89,93808
London,E12000007,2020-07-17,2,6,10.2,90+ years,90,90,58672
London,E12000007,2020-07-17,1,1,0,unassigned,NA,NA,NA
London,E12000007,2020-07-16,4,14,2.3,0 - 4 years,0,4,595799
London,E12000007,2020-07-16,1,9,1.5,5 - 9 years,5,9,606333
London,E12000007,2020-07-16,1,15,2.7,10 - 14 years,10,14,550753
London,E12000007,2020-07-16,2,18,3.8,15 - 19 years,15,19,474456
London,E12000007,2020-07-16,8,41,7.4,20 - 24 years,20,24,556594
London,E12000007,2020-07-16,11,42,5.5,25 - 29 years,25,29,757848
London,E12000007,2020-07-16,8,43,5.2,30 - 34 years,30,34,822084
London,E12000007,2020-07-16,7,37,4.7,35 - 39 years,35,39,779934
London,E12000007,2020-07-16,2,37,5.5,40 - 44 years,40,44,677463
London,E12000007,2020-07-16,7,29,4.8,45 - 49 years,45,49,598535
London,E12000007,2020-07-16,4,26,4.6,50 - 54 years,50,54,569938
London,E12000007,2020-07-16,2,19,3.7,55 - 59 years,55,59,508722
London,E12000007,2020-07-16,2,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2020-07-16,2,14,4.4,65 - 69 years,65,69,318142
London,E12000007,2020-07-16,2,12,4.3,70 - 74 years,70,74,280432
London,E12000007,2020-07-16,3,11,5.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-16,3,9,6,80 - 84 years,80,84,150980
London,E12000007,2020-07-16,1,4,4.3,85 - 89 years,85,89,93808
London,E12000007,2020-07-16,0,5,8.5,90+ years,90,90,58672
London,E12000007,2020-07-16,0,0,0,unassigned,NA,NA,NA
London,E12000007,2020-07-15,3,11,1.8,0 - 4 years,0,4,595799
London,E12000007,2020-07-15,1,9,1.5,5 - 9 years,5,9,606333
London,E12000007,2020-07-15,2,15,2.7,10 - 14 years,10,14,550753
London,E12000007,2020-07-15,2,18,3.8,15 - 19 years,15,19,474456
London,E12000007,2020-07-15,11,38,6.8,20 - 24 years,20,24,556594
London,E12000007,2020-07-15,8,37,4.9,25 - 29 years,25,29,757848
London,E12000007,2020-07-15,9,40,4.9,30 - 34 years,30,34,822084
London,E12000007,2020-07-15,7,33,4.2,35 - 39 years,35,39,779934
London,E12000007,2020-07-15,12,39,5.8,40 - 44 years,40,44,677463
London,E12000007,2020-07-15,7,25,4.2,45 - 49 years,45,49,598535
London,E12000007,2020-07-15,3,28,4.9,50 - 54 years,50,54,569938
London,E12000007,2020-07-15,4,21,4.1,55 - 59 years,55,59,508722
London,E12000007,2020-07-15,0,4,1,60 - 64 years,60,64,405576
London,E12000007,2020-07-15,4,13,4.1,65 - 69 years,65,69,318142
London,E12000007,2020-07-15,0,13,4.6,70 - 74 years,70,74,280432
London,E12000007,2020-07-15,1,9,4.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-15,1,9,6,80 - 84 years,80,84,150980
London,E12000007,2020-07-15,0,4,4.3,85 - 89 years,85,89,93808
London,E12000007,2020-07-15,1,9,15.3,90+ years,90,90,58672
London,E12000007,2020-07-15,0,0,0,unassigned,NA,NA,NA
London,E12000007,2020-07-14,1,9,1.5,0 - 4 years,0,4,595799
London,E12000007,2020-07-14,1,8,1.3,5 - 9 years,5,9,606333
London,E12000007,2020-07-14,7,13,2.4,10 - 14 years,10,14,550753
London,E12000007,2020-07-14,2,17,3.6,15 - 19 years,15,19,474456
London,E12000007,2020-07-14,6,32,5.7,20 - 24 years,20,24,556594
London,E12000007,2020-07-14,4,43,5.7,25 - 29 years,25,29,757848
London,E12000007,2020-07-14,8,33,4,30 - 34 years,30,34,822084
London,E12000007,2020-07-14,6,35,4.5,35 - 39 years,35,39,779934
London,E12000007,2020-07-14,4,31,4.6,40 - 44 years,40,44,677463
London,E12000007,2020-07-14,2,22,3.7,45 - 49 years,45,49,598535
London,E12000007,2020-07-14,9,29,5.1,50 - 54 years,50,54,569938
London,E12000007,2020-07-14,2,21,4.1,55 - 59 years,55,59,508722
London,E12000007,2020-07-14,1,5,1.2,60 - 64 years,60,64,405576
London,E12000007,2020-07-14,0,9,2.8,65 - 69 years,65,69,318142
London,E12000007,2020-07-14,1,15,5.3,70 - 74 years,70,74,280432
London,E12000007,2020-07-14,3,9,4.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-14,3,9,6,80 - 84 years,80,84,150980
London,E12000007,2020-07-14,1,6,6.4,85 - 89 years,85,89,93808
London,E12000007,2020-07-14,2,11,18.7,90+ years,90,90,58672
London,E12000007,2020-07-14,0,1,0,unassigned,NA,NA,NA
London,E12000007,2020-07-13,3,10,1.7,0 - 4 years,0,4,595799
London,E12000007,2020-07-13,4,10,1.6,5 - 9 years,5,9,606333
London,E12000007,2020-07-13,2,7,1.3,10 - 14 years,10,14,550753
London,E12000007,2020-07-13,4,15,3.2,15 - 19 years,15,19,474456
London,E12000007,2020-07-13,7,30,5.4,20 - 24 years,20,24,556594
London,E12000007,2020-07-13,12,45,5.9,25 - 29 years,25,29,757848
London,E12000007,2020-07-13,9,30,3.6,30 - 34 years,30,34,822084
London,E12000007,2020-07-13,8,37,4.7,35 - 39 years,35,39,779934
London,E12000007,2020-07-13,7,32,4.7,40 - 44 years,40,44,677463
London,E12000007,2020-07-13,6,26,4.3,45 - 49 years,45,49,598535
London,E12000007,2020-07-13,6,22,3.9,50 - 54 years,50,54,569938
London,E12000007,2020-07-13,3,26,5.1,55 - 59 years,55,59,508722
London,E12000007,2020-07-13,1,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2020-07-13,6,9,2.8,65 - 69 years,65,69,318142
London,E12000007,2020-07-13,4,17,6.1,70 - 74 years,70,74,280432
London,E12000007,2020-07-13,1,7,3.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-13,1,6,4,80 - 84 years,80,84,150980
London,E12000007,2020-07-13,0,7,7.5,85 - 89 years,85,89,93808
London,E12000007,2020-07-13,1,11,18.7,90+ years,90,90,58672
London,E12000007,2020-07-13,0,2,0,unassigned,NA,NA,NA
London,E12000007,2020-07-12,0,11,1.8,0 - 4 years,0,4,595799
London,E12000007,2020-07-12,1,6,1,5 - 9 years,5,9,606333
London,E12000007,2020-07-12,1,5,0.9,10 - 14 years,10,14,550753
London,E12000007,2020-07-12,4,12,2.5,15 - 19 years,15,19,474456
London,E12000007,2020-07-12,3,25,4.5,20 - 24 years,20,24,556594
London,E12000007,2020-07-12,4,38,5,25 - 29 years,25,29,757848
London,E12000007,2020-07-12,5,30,3.6,30 - 34 years,30,34,822084
London,E12000007,2020-07-12,4,40,5.1,35 - 39 years,35,39,779934
London,E12000007,2020-07-12,3,31,4.6,40 - 44 years,40,44,677463
London,E12000007,2020-07-12,4,20,3.3,45 - 49 years,45,49,598535
London,E12000007,2020-07-12,2,20,3.5,50 - 54 years,50,54,569938
London,E12000007,2020-07-12,3,24,4.7,55 - 59 years,55,59,508722
London,E12000007,2020-07-12,1,8,2,60 - 64 years,60,64,405576
London,E12000007,2020-07-12,0,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2020-07-12,2,16,5.7,70 - 74 years,70,74,280432
London,E12000007,2020-07-12,0,6,3.1,75 - 79 years,75,79,196419
London,E12000007,2020-07-12,0,6,4,80 - 84 years,80,84,150980
London,E12000007,2020-07-12,1,8,8.5,85 - 89 years,85,89,93808
London,E12000007,2020-07-12,0,11,18.7,90+ years,90,90,58672
London,E12000007,2020-07-12,0,2,0,unassigned,NA,NA,NA
London,E12000007,2020-07-11,0,12,2,0 - 4 years,0,4,595799
London,E12000007,2020-07-11,1,7,1.2,5 - 9 years,5,9,606333
London,E12000007,2020-07-11,0,4,0.7,10 - 14 years,10,14,550753
London,E12000007,2020-07-11,2,9,1.9,15 - 19 years,15,19,474456
London,E12000007,2020-07-11,2,29,5.2,20 - 24 years,20,24,556594
London,E12000007,2020-07-11,0,43,5.7,25 - 29 years,25,29,757848
London,E12000007,2020-07-11,3,31,3.8,30 - 34 years,30,34,822084
London,E12000007,2020-07-11,2,40,5.1,35 - 39 years,35,39,779934
London,E12000007,2020-07-11,5,33,4.9,40 - 44 years,40,44,677463
London,E12000007,2020-07-11,0,19,3.2,45 - 49 years,45,49,598535
London,E12000007,2020-07-11,0,21,3.7,50 - 54 years,50,54,569938
London,E12000007,2020-07-11,3,24,4.7,55 - 59 years,55,59,508722
London,E12000007,2020-07-11,0,7,1.7,60 - 64 years,60,64,405576
London,E12000007,2020-07-11,0,8,2.5,65 - 69 years,65,69,318142
London,E12000007,2020-07-11,2,15,5.3,70 - 74 years,70,74,280432
London,E12000007,2020-07-11,0,7,3.6,75 - 79 years,75,79,196419
London,E12000007,2020-07-11,0,6,4,80 - 84 years,80,84,150980
London,E12000007,2020-07-11,0,9,9.6,85 - 89 years,85,89,93808
London,E12000007,2020-07-11,0,13,22.2,90+ years,90,90,58672
London,E12000007,2020-07-11,0,2,0,unassigned,NA,NA,NA
London,E12000007,2020-07-10,3,13,2.2,0 - 4 years,0,4,595799
London,E12000007,2020-07-10,0,7,1.2,5 - 9 years,5,9,606333
London,E12000007,2020-07-10,2,5,0.9,10 - 14 years,10,14,550753
London,E12000007,2020-07-10,2,7,1.5,15 - 19 years,15,19,474456
London,E12000007,2020-07-10,4,29,5.2,20 - 24 years,20,24,556594
London,E12000007,2020-07-10,3,48,6.3,25 - 29 years,25,29,757848
London,E12000007,2020-07-10,1,35,4.3,30 - 34 years,30,34,822084
